"precio","marcaModelo","anio","vistas","Cilindrada","Estilo","Combustible","Transmisión","Estado","Kilometraje","Placa","Color exterior","Color interior","# de puertas","Ya pagó impuestos","Precio negociable","Se recibe vehículo","Provincia","Fecha de ingreso","cantidadExtras","marca","modelo"
4500000,"Nissan XTRAIL",2006,61,2500,"Todo Terreno 4x4","Gasolina","Manual","Excelente",120000,"Termina en 3","GRIS","GRIS",4,"SI","SI","NO","Heredia","25 de Enero del 2021",13,"Nissan","XTRAIL"
11000000,"Mazda CX5",2015,4916,2500,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",148000,"Termina en 1","AZUL","NEGRO",5,"SI","SI","NO","Alajuela","02 de Junio del 2020",33,"Mazda","CX5"
11300000,"Nissan SENTRA",2019,363,1800,"Sedán","Gasolina","Automática/Dual","Excelente",20100,"Termina en 7","GRIS PLATEADO","GRIS RATÓN",4,"SI","SI","NO","Alajuela","04 de Enero del 2021",22,"Nissan","SENTRA"
8800000,"Suzuki APV CARGO",2018,8,1590,"Microbús/Minivan","Gasolina","Manual","Excelente",,"Termina en 3","BLANCO","GRIS",4,"SI","SI","NO","San José","05 de Febrero del 2021",1,"Suzuki","APV CARGO"
5075000,"Toyota RAV4",2004,512,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",193626,"ND","PLATEADO","GRIS",4,"SI","NO","NO","Heredia","02 de Febrero del 2021",17,"Toyota","RAV4"
2890000,"Chevrolet TRACKER",1999,329,2000,"Todo Terreno 4x4","Gasolina","Manual","Bueno",280000,"Termina en 0","VERDE","GRIS",5,"SI","SI","NO","Heredia","26 de Enero del 2021",9,"Chevrolet","TRACKER"
3800000,"Mitsubishi MONTERO",2003,6,3000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Muy Bueno",115000,"ND","GRIS","GRIS",5,"SI","SI","SI","Cartago","05 de Febrero del 2021",14,"Mitsubishi","MONTERO"
4500000,"Honda CIVIC",2008,104,1600,"Sedán","Gasolina","Manual","Excelente",1,"Termina en 1","GRIS","NEGRO",4,"SI","SI","NO","San José","19 de Enero del 2021",6,"Honda","CIVIC"
13000000,"Nissan KICKS",2019,130,1600,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",19000,"Termina en 0","VINO","NEGRO",5,"SI","SI","NO","San José","28 de Enero del 2021",19,"Nissan","KICKS"
4200000,"BYD F3",2017,1290,1500,"Sedán","Gasolina","Manual","Muy Bueno",97200,"Termina en 4","BLANCO","NEGRO",5,"SI","SI","NO","San José","12 de Noviembre del 2020",17,"BYD","F3"
3500000,"Chevrolet SPARK GO",2012,68,1000,"Hatchback","Gasolina","Manual","Excelente",110000,"Termina en 2","ROJO","GRIS",4,"SI","NO","NO","San José","03 de Febrero del 2021",14,"Chevrolet","SPARK GO"
16355200,"Nissan PATHFINDER",2015,103,3500,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",64709,"Termina en 4","GRIS","No indica",4,"SI","NO","SI","San José","22 de Enero del 2021",1,"Nissan","PATHFINDER"
4850000,"Mini COOPER S",2003,511,1600,"Hatchback","Gasolina","Manual","Muy Bueno",145000,"Termina en 9","GRIS","GRIS Y NEGRO",3,"SI","SI","NO","San José","06 de Enero del 2021",22,"Mini","COOPER S"
12000000,"Toyota HILUX ",2017,1650,2500,"Pickup 4x2","Diesel","Manual","Excelente",,"Termina en 6","BLANCO","NEGRO",3,"SI","SI","SI","Heredia","14 de Diciembre del 2020",15,"Toyota","HILUX"
8000000,"Hyundai SANTA FE",2013,2962,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",45000,"Termina en 5","GRIS","NEGRO",5,"SI","SI","SI","San José","12 de Enero del 2021",17,"Hyundai","SANTA FE"
3000000,"Toyota ECHO",2001,88,1500,"Sedán","Gasolina","Automática/Dual","Excelente",200000,"Termina en 7","AZUL","GRIS",4,"SI","SI","NO","Alajuela","01 de Febrero del 2021",6,"Toyota","ECHO"
7700000,"Hyundai TUCSON GL",2013,153,2000,"Todo Terreno 4x2","Gasolina","Manual","Excelente",120800,"ND","BLANCO","NEGRO",4,"SI","NO","NO","Limón","26 de Enero del 2021",7,"Hyundai","TUCSON GL"
5600000,"Hyundai GRAND I10",2016,291,1200,"Sedán","Gasolina","Manual","Muy Bueno",121000,"Termina en 3","GRIS","NEGRO",4,"SI","SI","NO","San José","22 de Enero del 2021",25,"Hyundai","GRAND I10"
5495000,"Suzuki SWIFT DZIRE",2017,291,1200,"Sedán","Gasolina","Manual","Excelente",93000,"Termina en 7","BLANCO PERLA","NEGRO",4,"SI","SI","SI","San José","05 de Febrero del 2021",17,"Suzuki","SWIFT DZIRE"
5200000,"Nissan XTRAIL",2008,1587,2200,"Todo Terreno 4x4","Diesel","Manual","Excelente",170000,"Termina en 2","DORADO","GRIS",5,"SI","SI","NO","San José","11 de Diciembre del 2020",15,"Nissan","XTRAIL"
7000000,"Nissan URVAN",2008,1006,3000,"Microbús/Minivan","Diesel","Manual","Muy Bueno",219000,"Termina en 8","DORADO","GRIS",4,"SI","SI","SI","Alajuela","22 de Diciembre del 2020",16,"Nissan","URVAN"
2200000,"Chevrolet SPARK",2008,261,800,"Sedán","Gasolina","Manual","Muy Bueno",191450,"Termina en","AZUL REY","NEGRO",4,"SI","SI","NO","Alajuela","04 de Enero del 2021",0,"Chevrolet","SPARK"
9400000,"Mercedes Benz GL320CDI",2007,1568,3200,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",140000,"Termina en 7","DORADO","NEGRO",5,"SI","SI","NO","Puntarenas","11 de Enero del 2021",37,"Mercedes Benz","GL320CDI"
7200000,"BMW X5",2003,2225,3000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",169000,"Termina en 2","GRIS","NEGRO",5,"SI","NO","NO","Heredia","26 de Noviembre del 2020",28,"BMW","X5"
2150000,"Nissan ALMERA",2006,196,1600,"Sedán","Gasolina","Automática/Dual","Excelente",240000,"Termina en 9","CELESTE","GRIS",4,"SI","SI","NO","Puntarenas","26 de Enero del 2021",9,"Nissan","ALMERA"
9000000,"Ssang Yong REXTON",2016,1192,2700,"Todo Terreno 4x4","Diesel","Manual","Excelente",116000,"Termina en 8","GRIS","NEGRO",5,"SI","SI","NO","San José","19 de Noviembre del 2020",24,"Ssang Yong","REXTON"
3900000,"Hyundai ACCENT",2010,471,1400,"Sedán","Gasolina","Manual","Excelente",100000,"Termina en 0","CHAMPAGNE","CAFE",4,"SI","SI","NO","Heredia","18 de Noviembre del 2020",9,"Hyundai","ACCENT"
6200000,"Suzuki GRAND VITARA",2009,26,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",125000,"Termina en 1","GRIS","NEGRO",4,"SI","SI","NO","Heredia","04 de Febrero del 2021",16,"Suzuki","GRAND VITARA"
1800000,"Hyundai ACCENT",2002,337,1500,"Hatchback","Gasolina","Manual","Excelente",176000,"Termina en 7","GRIS","GRIS",3,"SI","SI","NO","San José","13 de Enero del 2021",9,"Hyundai","ACCENT"
4000000,"Peugeot 301 ACTIVE ",2015,688,1600,"Sedán","Gasolina","Manual","Excelente",80000,"Termina en 8","BLANCO","NEGRO",4,"NO","SI","NO","Heredia","22 de Diciembre del 2020",12,"Peugeot","301 ACTIVE"
799000,"Nissan SENTRA",1991,237,1600,"Sedán","Gasolina","Automática/Dual","Bueno",272000,"ND","BLANCO","GRIS",4,"SI","SI","NO","San José","22 de Enero del 2021",6,"Nissan","SENTRA"
5000000,"Nissan TIIDA",2015,815,1600,"Sedán","Gasolina","Manual","Excelente",85000,"Termina en 7","NEGRO","NEGRO",5,"SI","SI","NO","Cartago","19 de Noviembre del 2020",10,"Nissan","TIIDA"
7000000,"Ford ESCAPE",2008,385,2300,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",192000,"Termina en 8","NEGRO","GRIS",5,"SI","NO","NO","San José","11 de Noviembre del 2020",19,"Ford","ESCAPE"
12250000,"Hyundai TUCSON",2016,705,2000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",31600,"Termina en 7","AZUL","NEGRO",5,"SI","SI","NO","Heredia","15 de Diciembre del 2020",17,"Hyundai","TUCSON"
4350000,"Nissan XTERRA",2002,678,2400,"Todo Terreno 4x2","Gasolina","Manual","Excelente",123280,"ND","NEGRA","GRIS",4,"SI","SI","SI","Alajuela","27 de Diciembre del 2020",8,"Nissan","XTERRA"
18500000,"Toyota HILUX TDI",2017,3746,2500,"Pickup 4x4","Diesel","Manual","Excelente",78250,"Termina en 2","AZUL","GRIS",4,"SI","SI","SI","Heredia","13 de Enero del 2021",23,"Toyota","HILUX TDI"
15500000,"Dodge/RAM RAM 1500 LARAMIE",2010,417,5700,"Pickup 4x4","Gasolina","Automática/Dual","Muy Bueno",225000,"Termina en 1","BEIGE","CAFE CLARO",4,"SI","SI","NO","Alajuela","18 de Enero del 2021",27,"Dodge/RAM","RAM 1500 LARAMIE"
24400000,"Mercedes Benz G500",2006,275,5000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",154790,"Termina en 7","GRIS","NEGRO",5,"SI","SI","SI","San José","31 de Enero del 2021",31,"Mercedes Benz","G500"
3350000,"Daihatsu TERIOS",2004,117,1300,"Todo Terreno 4x4","Gasolina","Manual","Muy Bueno",242000,"Termina en 1","AZUL","GRIS",5,"SI","SI","NO","San José","02 de Febrero del 2021",9,"Daihatsu","TERIOS"
9302400,"Chery TIGGO 2",2019,1073,1500,"Todo Terreno 4x2","Gasolina","Manual","Excelente",9500,"ND","NARANJA","NEGRO",5,"SI","NO","NO","San José","20 de Noviembre del 2020",24,"Chery","TIGGO 2"
5400000,"Mitsubishi MONTERO",2003,266,3800,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",130000,"Termina en 3","BLANCO","BEIGE",4,"SI","SI","NO","San José","25 de Enero del 2021",0,"Mitsubishi","MONTERO"
6800000,"Ssang Yong REXTON",2012,195,2700,"Todo Terreno 4x4","Diesel","Manual","Excelente",123000,"Termina en 4","NEGRO","BEIGE",5,"SI","NO","NO","Guanacaste","14 de Enero del 2021",22,"Ssang Yong","REXTON"
7400000,"Suzuki SX4",2016,194,1600,"Sedán","Gasolina","Manual","Excelente",23500,"Termina en 5","PLATA","NEGRO",5,"SI","SI","NO","Heredia","07 de Enero del 2021",17,"Suzuki","SX4"
600000,"Acura INTEGRA",1988,366,1600,"Sedán","Gasolina","Manual","Bueno",233000,"Termina en 2","GRIS","NEGRO",4,"SI","NO","NO","Alajuela","28 de Enero del 2021",9,"Acura","INTEGRA"
5490000,"Hyundai GRAND I10",2016,419,1200,"Sedán","Gasolina","Manual","Excelente",65400,"Termina en 7","GRIS","NEGRO",5,"SI","NO","SI","Heredia","28 de Enero del 2021",23,"Hyundai","GRAND I10"
6000000,"Suzuki GRAND VITARA",2008,177,2000,"Todo Terreno 4x4","Gasolina","Manual","Muy Bueno",215000,"ND","BLANCO","NEGRO",4,"SI","SI","NO","Limón","05 de Enero del 2021",16,"Suzuki","GRAND VITARA"
4500000,"Suzuki SAMURAI",1992,162,1600,"Todo Terreno 4x4","Gasolina","Manual","Excelente",100000,"ND","NEGRO","NEGRO",2,"SI","SI","NO","San José","01 de Febrero del 2021",5,"Suzuki","SAMURAI"
9500000,"Mercedes Benz ML280 CDI",2009,852,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",152000,"Termina en 5","GRIS","NEGRO",5,"SI","SI","NO","San José","03 de Diciembre del 2020",31,"Mercedes Benz","ML280 CDI"
9500000,"Honda CIVIC EX",2015,1142,1800,"Sedán","Gasolina","Manual","Excelente",75500,"Termina en 9","BLANCO","NEGRO",4,"SI","SI","NO","Alajuela","17 de Diciembre del 2020",25,"Honda","CIVIC EX"
2200000,"Peugeot 307 HDI",2004,323,2000,"Station Wagon","Diesel","Manual","Excelente",114004,"Termina en 6","GRIS","NEGRO",5,"SI","NO","NO","San José","18 de Enero del 2021",15,"Peugeot","307 HDI"
2500000,"BMW 318I",1992,36,1800,"Sedán","Gasolina","Manual","Muy Bueno",240000,"Termina en 9","BLANCO","BEIGE",4,"SI","SI","NO","San José","02 de Febrero del 2021",14,"BMW","318I"
9500000,"Hyundai SANTA FE",2013,2444,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Muy Bueno",186000,"Termina en 2","AZUL","GRIS OSCURO",5,"SI","SI","SI","San José","09 de Noviembre del 2020",22,"Hyundai","SANTA FE"
7500000,"Honda ACCORD",2011,507,3500,"Sedán","Gasolina","Automática/Dual","Excelente",127500,"ND","GREI","NEGRO",4,"SI","SI","NO","Heredia","23 de Diciembre del 2020",28,"Honda","ACCORD"
8000000,"Chevrolet W4500",2001,325,4800,"Camión 4.0-4.5 ton.","Diesel","Manual","Excelente",225000,"Termina en 4","BLANCO","NEGRO",3,"SI","NO","NO","San José","11 de Diciembre del 2020",4,"Chevrolet","W4500"
11200000,"Chevrolet TRAX PREMIER TURBO",2017,331,1400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Muy Bueno",55000,"Termina en 2","GRIS","CUERO NEGRO",4,"SI","SI","NO","Heredia","06 de Enero del 2021",29,"Chevrolet","TRAX PREMIER TURBO"
31160000,"Land Rover RANGE ROVER SPORT",2014,1231,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",183500,"Termina en 6","BLANCO","BLANCO",5,"SI","SI","NO","Alajuela","28 de Enero del 2021",37,"Land Rover","RANGE ROVER SPORT"
26100000,"Mercedes Benz C250",2018,405,2000,"Sedán","Gasolina","Automática/Dual","Excelente",32000,"Termina en 9","NEGRO","BEIGE",4,"SI","SI","NO","San José","25 de Enero del 2021",33,"Mercedes Benz","C250"
5800000,"Suzuki GRAND VITARA LUXURY LIMITED",2006,326,2700,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",103000,"ND","PLATEADO","NEGRO",4,"SI","NO","NO","Heredia","26 de Enero del 2021",27,"Suzuki","GRAND VITARA LUXURY LIMITED"
6600000,"Suzuki CIAZ",2017,749,1400,"Sedán","Gasolina","Manual","Excelente",69800,"Termina en 2","COBRE","NEGRO",4,"SI","SI","NO","Alajuela","10 de Diciembre del 2020",16,"Suzuki","CIAZ"
4300000,"Toyota YARIS",2008,902,1500,"Sedán","Gasolina","Automática/Dual","Excelente",150000,"Termina en 1","GRIS PLATA","NEGRO",4,"SI","SI","SI","Cartago","03 de Diciembre del 2020",16,"Toyota","YARIS"
12500000,"Hyundai CRETA",2019,46,1600,"Todo Terreno 4x2","Gasolina","Manual","Excelente",17000,"Termina en","NEGRO","NEGRO",4,"SI","SI","NO","San José","03 de Febrero del 2021",31,"Hyundai","CRETA"
10250000,"Toyota RUSH",2018,8,1500,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",65000,"Termina en 1","GRIS","NEGRO",4,"SI","SI","SI","Cartago","05 de Febrero del 2021",16,"Toyota","RUSH"
7500000,"Toyota HIACE",2006,296,3000,"Microbús/Minivan","Diesel","Manual","Excelente",425000,"Termina en 6","GRIS","GRIS",4,"SI","SI","NO","Heredia","08 de Enero del 2021",10,"Toyota","HIACE"
5600000,"Kia MORNING",2016,165,1000,"Hatchback","Híbrido","Automática/Dual","Excelente",31000,"ND","BLANCO","NEGRO",5,"NO","SI","NO","San José","12 de Enero del 2021",21,"Kia","MORNING"
17425000,"Nissan QASHQAI",2018,43,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",80000,"Termina en 9","BLANCO","GRIS",5,"SI","SI","NO","Cartago","04 de Febrero del 2021",33,"Nissan","QASHQAI"
1450000,"Nissan D21",1986,292,2400,"Pickup 4x2","Gasolina","Manual","Bueno",278000,"Termina en 7","ROJO NARANJA","GRIS",3,"SI","SI","SI","Cartago","12 de Enero del 2021",4,"Nissan","D21"
3950000,"Suzuki APV",2008,1185,1600,"Pánel","Gasolina","Manual","Regular",345000,"Termina en 7","BLANCO","GRIS",5,"SI","SI","NO","San José","19 de Noviembre del 2020",5,"Suzuki","APV"
8000000,"Chevrolet SPARK LT",2019,164,1400,"Hatchback","Gasolina","Automática/Dual","Excelente",14500,"Termina en 0","BEIGE","NEGRO",4,"SI","SI","NO","San José","25 de Enero del 2021",15,"Chevrolet","SPARK LT"
7300000,"Toyota RAV4",2008,50,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",172000,"Termina en 3","CHAMPAGNE","GRIS",4,"SI","SI","NO","Alajuela","04 de Febrero del 2021",14,"Toyota","RAV4"
15000000,"Jeep CHEROKEE",2013,950,1000,"Todo Terreno 4x4","Gasolina","Manual","Excelente",1000,"ND","AZUL OSCURO","AZUL OSCURO",4,"SI","NO","NO","San José","11 de Noviembre del 2020",0,"Jeep","CHEROKEE"
15600000,"Toyota RAV4",2018,3820,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",60000,"Termina en 0","BLANCO","GRIS",5,"SI","SI","SI","San José","20 de Octubre del 2020",13,"Toyota","RAV4"
5100000,"Toyota YARIS",2012,1241,1300,"Hatchback","Gasolina","Manual","Excelente",71000,"Termina en 5","BLANCO","NEGRO",4,"SI","SI","NO","San José","09 de Noviembre del 2020",12,"Toyota","YARIS"
9500000,"Hyundai ELANTRA GLS  ",2017,732,1600,"Sedán","Gasolina","Manual","Muy Bueno",45000,"Termina en 5","NEGRO","NEGRO",5,"SI","NO","NO","Cartago","13 de Noviembre del 2020",13,"Hyundai","ELANTRA GLS"
5950000,"Ssang Yong KORANDO",2016,1476,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",,"ND","GRIS","NEGRO",4,"SI","SI","NO","Alajuela","22 de Diciembre del 2020",21,"Ssang Yong","KORANDO"
11000000,"Volvo FE64T",1997,994,6700,"Camión 5.0-7.5 ton.","Diesel","Manual","Muy Bueno",1,"Termina en 1","AZUL","BEIGE",2,"SI","NO","NO","Alajuela","02 de Noviembre del 2020",2,"Volvo","FE64T"
1850000,"Volkswagen JETTA",2000,607,2000,"Sedán","Gasolina","Manual","Muy Bueno",228076,"Termina en 4","VERDE","NEGRO",4,"SI","SI","NO","San José","11 de Enero del 2021",14,"Volkswagen","JETTA"
17000000,"Ford RANGER XLT",2015,747,3200,"Pickup 4x4","Diesel","Manual","Excelente",100000,"Termina en 4","BLANCO","GRIS/NEGRO",4,"SI","SI","NO","San José","27 de Enero del 2021",23,"Ford","RANGER XLT"
4500000,"Nissan TERRANO",2004,630,2400,"Todo Terreno 4x4","Diesel","Manual","Excelente",235086,"Termina en 3","GRIS","BEIGE",5,"SI","NO","NO","Heredia","07 de Enero del 2021",13,"Nissan","TERRANO"
13300000,"BMW X5",2012,8664,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",140000,"Termina en 5","GRIS","NEGRO",4,"SI","SI","NO","Alajuela","11 de Setiembre del 2020",33,"BMW","X5"
5400000,"Jeep WRANGLER",1993,175,4000,"Todo Terreno 4x4","Gasolina","Manual","Excelente",110000,"ND","AZUL","GRIS",3,"NO","SI","NO","San José","01 de Febrero del 2021",5,"Jeep","WRANGLER"
12500000,"Honda CRV EXL",2012,44,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",142000,"Termina en 5","AZUL","NEGRO",5,"SI","SI","NO","Heredia","03 de Febrero del 2021",30,"Honda","CRV EXL"
7800000,"Hyundai ELANTRA AVANTE MD",2015,49,1600,"Sedán","Híbrido","Automática/Dual","Excelente",31530,"ND","GRIS","GRIS",4,"SI","NO","SI","Alajuela","03 de Febrero del 2021",1,"Hyundai","ELANTRA AVANTE MD"
12000000,"Nissan NAVARA LE",2014,230,2500,"Pickup 4x4","Diesel","Manual","Muy Bueno",170000,"Termina en 9","BLANCO","GRIS",4,"SI","SI","NO","San José","01 de Febrero del 2021",14,"Nissan","NAVARA LE"
6550000,"Suzuki SWIFT DZIRE GL",2017,143,1200,"Sedán","Gasolina","Automática/Dual","Excelente",59000,"Termina en 7","BLANCO","NEGRO",4,"SI","SI","NO","San José","01 de Febrero del 2021",16,"Suzuki","SWIFT DZIRE GL"
5350000,"Toyota RAV4",2004,199,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",182000,"Termina en 0","BLANCO","NEGRO",5,"SI","SI","SI","Alajuela","06 de Enero del 2021",20,"Toyota","RAV4"
20000000,"Chevrolet COLORADO ",2018,709,2800,"Pickup 4x4","Diesel","Automática/Dual","Excelente",75000,"Termina en 4","GRIS PLATA","NEGRO",4,"SI","SI","NO","Alajuela","23 de Enero del 2021",31,"Chevrolet","COLORADO"
4000000,"Kia PICANTO",2015,252,1200,"Hatchback","Gasolina","Manual","Muy Bueno",69000,"Termina en 5","PLATEADO","NEGRO",4,"SI","NO","NO","San José","02 de Febrero del 2021",12,"Kia","PICANTO"
11000000,"Mazda CX5",2015,533,2000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",103000,"Termina en 9","GRIS","NEGRO",5,"SI","SI","NO","San José","05 de Enero del 2021",28,"Mazda","CX5"
11650000,"BMW 528I",2013,2066,2800,"Sedán","Gasolina","Automática/Dual","Excelente",75000,"Termina en 1","NEGRO","CREMA CUERO",5,"SI","SI","NO","Heredia","14 de Diciembre del 2020",36,"BMW","528I"
3800000,"Isuzu KB2300",1989,5961,2500,"Pickup 4x4","Diesel","Manual","Excelente",100000,"Termina en 3","NEGRO","GRIS",2,"SI","SI","NO","San José","09 de Julio del 2020",9,"Isuzu","KB2300"
2000000,"Fiat PALIO",2006,303,1200,"Hatchback","Gasolina","Manual","Excelente",94000,"ND","AZUL","NEGRO",5,"SI","NO","NO","San José","18 de Diciembre del 2020",5,"Fiat","PALIO"
12000000,"Toyota HILUX",2010,762,2500,"Pickup 4x4","Diesel","Manual","Excelente",208000,"Termina en 7","BLANCO","GRIS",4,"SI","SI","SI","San José","20 de Enero del 2021",16,"Toyota","HILUX"
4700000,"Suzuki SWIFT DZIRE GL",2013,436,1200,"Sedán","Gasolina","Manual","Excelente",199545,"Termina en 2","DORADO","BEIGE - NEGRO",4,"SI","SI","NO","Alajuela","16 de Diciembre del 2020",16,"Suzuki","SWIFT DZIRE GL"
13680000,"Nissan XTRAIL",2017,60,2500,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",64887,"Termina en 6","BLANCO","No indica",4,"SI","NO","SI","San José","02 de Febrero del 2021",1,"Nissan","XTRAIL"
15900000,"Nissan QASHQAI",2018,299,2000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",39000,"Termina en 5","BLANCO","NEGRO GRIS",5,"SI","SI","NO","Cartago","20 de Enero del 2021",30,"Nissan","QASHQAI"
2500000,"Ford EXPLORER",2000,742,4000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Bueno",173000,"Termina en 7","VERDE","GRIS",4,"SI","SI","NO","San José","19 de Enero del 2021",0,"Ford","EXPLORER"
4250000,"Toyota YARIS",2009,416,1500,"Sedán","Gasolina","Automática/Dual","Excelente",112270,"Termina en 1","VINO","NEGRO",2,"SI","SI","NO","Alajuela","04 de Enero del 2021",10,"Toyota","YARIS"
14400000,"Mitsubishi OUTLANDER",2017,103,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",74000,"Termina en 3","PLATEADO","NEGRO",4,"SI","SI","SI","San José","02 de Febrero del 2021",12,"Mitsubishi","OUTLANDER"
9000000,"Toyota YARIS",2018,1041,1500,"Sedán","Gasolina","Manual","Excelente",12000,"Termina en 1","GRIS","GRIS",5,"SI","SI","NO","San José","07 de Noviembre del 2020",19,"Toyota","YARIS"
8000000,"Hyundai ELANTRA",2016,78,1600,"Sedán","Gasolina","Automática/Dual","Excelente",46407,"Termina en 0","BLANCO","NEGRO",4,"SI","SI","NO","San José","27 de Enero del 2021",9,"Hyundai","ELANTRA"
8100000,"Hyundai TUCSON GL",2011,1168,2000,"Todo Terreno 4x4","Diesel","Manual","Excelente",91100,"Termina en 8","GRIS","NEGRO",5,"SI","SI","NO","Alajuela","10 de Noviembre del 2020",19,"Hyundai","TUCSON GL"
7500000,"Kia SORENTO",2012,542,2359,"Todo Terreno 4x4","Gasolina","Automática/Dual","Muy Bueno",120000,"Termina en 1","GRIS PLATA","NEGRO",4,"SI","SI","NO","San José","23 de Enero del 2021",11,"Kia","SORENTO"
5000000,"Mitsubishi MONTERO",2001,665,3500,"Todo Terreno 4x4","Gasolina","Automática/Dual","Muy Bueno",146000,"Termina en 3","NEGRO","BEIGE",5,"SI","SI","NO","San José","04 de Enero del 2021",22,"Mitsubishi","MONTERO"
1990000,"Honda CIVIC EX VTEC",1996,716,1600,"Sedán","Gasolina","Manual","Muy Bueno",,"Termina en 5","NEGRO","GRIS",2,"SI","SI","NO","San José","05 de Enero del 2021",13,"Honda","CIVIC EX VTEC"
